source_doc,main_work,process,sub_process,chunk_id,step_number,text,image_path,has_image,procedure_id,step_counter
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_013,13,Click into Order. Click Cancel Items on Order,images/JI_104_02_Ordering_img_0240.png,TRUE,tpc_ordering_ordering_in_partscheck,13
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_014,14,Select items to cancel. Click Update,images/JI_104_02_Ordering_img_0241.png,TRUE,tpc_ordering_ordering_in_partscheck,14
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_015,15,Select reason from drop down box,images/JI_104_02_Ordering_img_0242.png,TRUE,tpc_ordering_ordering_in_partscheck,15
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_016,16,Click Update.,images/JI_104_02_Ordering_img_0243.png,TRUE,tpc_ordering_ordering_in_partscheck,16
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_001,1,"Direct Purchasing Through PartsCheck and Quoting Packages - Direct Purchasing is repairers purchasing directly from the supplier rather than getting a quote for the part that they need. To keep all orders in one place and stop phone and email orders. Most repairers will use direct purchasing for small parts (Clips) that they find they need when fixing the car, these parts they need straight away",,FALSE,tpc_direct_purchase_direct_purchasing_in_partscheck,1
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_002,2,Click Get Price,images/JI_104_02_Ordering_img_0244.png,TRUE,tpc_direct_purchase_direct_purchasing_in_partscheck,2
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_003,3,Click New Quote,images/JI_104_02_Ordering_img_0245.png,TRUE,tpc_direct_purchase_direct_purchasing_in_partscheck,3
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_004,4,Click Direct Purchase. Fill In all relevant information. Upload Images,images/JI_104_02_Ordering_img_0246.png,TRUE,tpc_direct_purchase_direct_purchasing_in_partscheck,4
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_005,5,Select the Suplier type. Select the Supplier,images/JI_104_02_Ordering_img_0247.png,TRUE,tpc_direct_purchase_direct_purchasing_in_partscheck,5
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_006,6,Put in Supply Date. Use drop down to enter in Notes or Enter in Custom Notes,images/JI_104_02_Ordering_img_0248.png,TRUE,tpc_direct_purchase_direct_purchasing_in_partscheck,6
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_007,7,Click Submit,images/JI_104_02_Ordering_img_0249.png,TRUE,tpc_direct_purchase_direct_purchasing_in_partscheck,7
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_008,8,"Other Quote Packages. Click Direct Purchase. Once sent over to PartsCheck from Quote Package, must change it to Direct Purchase",images/JI_104_02_Ordering_img_0250.png,TRUE,tpc_direct_purchase_direct_purchasing_in_partscheck,8
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in PartsCheck,tpc_direct_purchase_direct_purchasing_in_partscheck_009,9,In Flexiquote. Click onto Direct Purchase. This will send through as an order to the supplier rather than a quote,images/JI_104_02_Ordering_img_0251.png,TRUE,tpc_direct_purchase_direct_purchasing_in_partscheck,9
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_001,1,Direct Purchasing In Ibody. In Quote  go to Estimate. Click drop down box. Select Create New. Click Green Tick,images/JI_104_02_Ordering_img_0252.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,1
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_002,2,Go Into PartsCheck. Click on Direct Purchase and follow the same process in IBodyShop Direct Purchasing,images/JI_104_02_Ordering_img_0253.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,2
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_003,3,Click on Price Parts. Click icon Price with PartsCheck,images/JI_104_02_Ordering_img_0254.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,3
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_004,4,Use the Original Request number that is in PartsCheck,images/JI_104_02_Ordering_img_0255.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,4
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_005,5,Tick the Supplementary Part ro Direct Purchase. Add images that need to be added,images/JI_104_02_Ordering_img_0256.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,5
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_006,6,Open PartsCheck. Enter Quote Number in Search Field,images/JI_104_02_Ordering_img_0257.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,6
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_007,7,Open the original Quote,images/JI_104_02_Ordering_img_0258.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,7
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_008,8,Supplementary Part Shown as Buy Now. Select the supplier you wish to purchase from,images/JI_104_02_Ordering_img_0259.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,8
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_009,9,Click Save,images/JI_104_02_Ordering_img_0260.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,9
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_010,10,Click Confirm,images/JI_104_02_Ordering_img_0261.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,10
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_011,11,Add any Notes for the Supplier. Click Purchase,images/JI_104_02_Ordering_img_0262.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,11
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_012,12,In Ibody- Part shows as ordered,images/JI_104_02_Ordering_img_0263.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,12
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_013,13,In All Orders Shows a Direct Purchase,images/JI_104_02_Ordering_img_0264.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,13
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_014,14,Click Price Parts,images/JI_104_02_Ordering_img_0265.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,14
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_015,15,Click Update Estimate,images/JI_104_02_Ordering_img_0266.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,15
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_016,16,Part Updated In Ibody,,,tpc_direct_purchase_direct_purchasing_in_ibodyshop,16
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Direct Purchase,Direct Purchasing in IBodySHop,tpc_direct_purchase_direct_purchasing_in_ibodyshop_017,17,In PartsCheck the Order will show with the green truck as the supplier has shipped it,images/JI_104_02_Ordering_img_0267.png,TRUE,tpc_direct_purchase_direct_purchasing_in_ibodyshop,17
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_009,18,Ordering In Ibodyshop (See JI_104_02.1- Ordering_Ibodyshop),,FALSE,tpc_ordering_ordering_in_ibodyshop,9
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in Flexiquote Cloud,tpc_ordering_ordering_in_flexiquote_cloud_004,19,Ordering In FlexiQuote Cloud - JI_104_02.2- Ordering_FlexiQuote Cloud,,FALSE,tpc_ordering_ordering_in_flexiquote_cloud,4
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in Flexiquote Desktop,tpc_ordering_ordering_in_flexiquote_desktop_003,20,Ordering In Flexiquote Desktop - JI_104_02.3- Ordering_FlexiQuote Desktop,,FALSE,tpc_ordering_ordering_in_flexiquote_desktop,3
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in Business Manager,tpc_ordering_ordering_in_business_manager_002,21,Ordering In Business Manager - JI_104_02.4- Ordering_Business Manager,,FALSE,tpc_ordering_ordering_in_business_manager,2
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in AutoQuote,tpc_ordering_ordering_in_autoquote_003,22,Ordering In AutoQuote - JI_104_02.5- Ordering_AutoQuote,,FALSE,tpc_ordering_ordering_in_autoquote,3
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in VQS,tpc_ordering_ordering_in_vqs_002,23,Ordering In VQS - JI_104_02.6- Ordering_VQS,,FALSE,tpc_ordering_ordering_in_vqs,2
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in Panel N Paint,tpc_ordering_ordering_in_panel_n_paint_002,24,Ordering In Panel and Paint - JI_104_02.7- Ordering_Panel and Paint,,FALSE,tpc_ordering_ordering_in_panel_n_paint,2
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in Crashzone,tpc_ordering_ordering_in_crashzone_002,25,Ordering In Crashzone - JI_104_02.8- Ordering_Crashzone,,FALSE,tpc_ordering_ordering_in_crashzone,2
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in CarQuote,tpc_ordering_ordering_in_carquote_001,26,Ordering In CarQuote - JI_104_02.9- Ordering_CarQuote,,FALSE,tpc_ordering_ordering_in_carquote,1
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in Quotomation,tpc_ordering_ordering_in_quotomation_002,27,Ordering In Quotomation - JI_104_02.10- Ordering_Quotomation,,FALSE,tpc_ordering_ordering_in_quotomation,2
JI_104_03.10-Receipting_Quotomation.docx,Training Repairers on PartsCheck,Receipting,Receipting in Quotomation,tpc_rec_rec_in_quotomation_001,1,"Quotomation will automatically create the Order recieved  when the data is received from PartsCheck. There are a few spots to find those transactions -look in The ""General"" tab of the appropriate Estimate - there should be the transaction already recorded",,FALSE,tpc_rec_rec_in_quotomation,1
JI_104_03.4 -Receipting_Business Manager.docx,Training Repairers on PartsCheck,Receipting,Receipting in Business Manger,tpc_rec_rec_in_business_manger_001,1,Business Manager will automatically update the received parts,images/JI_104_03.4 -Receipting_Business Manager_img_0270.png,TRUE,tpc_rec_rec_in_business_manger,1
JI_104_03.5 -Receipting_AutoQuote.docx,Training Repairers on PartsCheck,Receipting,Receipting in AutoQuote,tpc_rec_rec_in_autoquote_001,1,Autoquote will automatically update the received parts,,FALSE,tpc_rec_rec_in_autoquote,1
JI_104_03.6- Receipting_VQS.docx,Training Repairers on PartsCheck,Receipting,Receipting in VQS,tpc_rec_rec_in_vqs_001,1,"Partscheck automatically updates VQS when you receipt parts, no need to update any info in VQS.",,FALSE,tpc_rec_rec_in_vqs,1
JI_104_03.7- Receipting_Panel and Paint.docx,Training Repairers on PartsCheck,Receipting,Receipting in Panel N Paint,tpc_rec_rec_in_panel_n_paint_001,1,Open the Quote in Panel and Paint. Opening the Quote will update the received parts,,FALSE,tpc_rec_rec_in_panel_n_paint,1
JI_104_03.8 -Receipting_Crashzone.docx,Training Repairers on PartsCheck,Receipting,Receipting in Crashzone,tpc_rec_rec_in_crashzone_001,1,On the Quote in Crashzone Click Parts. Click PartsCheck. The status will change from Ordered to Received,images/JI_104_03.8 -Receipting_Crashzone_img_0275.png,TRUE,tpc_rec_rec_in_crashzone,1
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_001,1,Get customers Computer,images/JI_104_03_Receipting_img_0279.png,TRUE,tpc_rec_rec_in_partscheck,1
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_002,2,Log into Partscheck,images/JI_104_03_Receipting_img_0280.png,TRUE,tpc_rec_rec_in_partscheck,2
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_003,3,Enter quote number into search bar or find quote from the orders screen,images/JI_104_03_Receipting_img_0281.png,TRUE,tpc_rec_rec_in_partscheck,3
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_004,4,Click open to open order,images/JI_104_03_Receipting_img_0282.png,TRUE,tpc_rec_rec_in_partscheck,4
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_005,5,"Tick square box to select which parts to receive  or select the green drop down arrow to select all You can individually select each part, or you can hit the green drop down arrow to select all.",images/JI_104_03_Receipting_img_0283.png,TRUE,tpc_rec_rec_in_partscheck,5
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_006,6,Click Add Item,images/JI_104_03_Receipting_img_0284.png,TRUE,tpc_rec_rec_in_partscheck,6
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_007,7,Fill in required information. Suppliers will add freight etc. This is where you can add it so that the invoice matches. Don't add extra parts in this section. Its only for freight.,images/JI_104_03_Receipting_img_0286.png,TRUE,tpc_rec_rec_in_partscheck,7
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_008,8,"Enter invoice details in far-right pop up- Click update- Making sure the invoice number, date and total is always the same as the paper invoice provided. You can have the auto sync option turned to enable which will allow it to take the data packed back into your BMS package or disabled which will show items have been receipted but not reflect into BMS.",images/JI_104_03_Receipting_img_0287.png,TRUE,tpc_rec_rec_in_partscheck,8
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_009,9,Rate supplier. Click OK to finalise receiving,images/JI_104_03_Receipting_img_0288.png,TRUE,tpc_rec_rec_in_partscheck,9
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_010,10,"To show the customers how to track the parts, the orders screen uses color code when parts are receitped. Yellow tick means that the parts have been partially receipted. Green tick means that the parts are fully receipted",images/JI_104_03_Receipting_img_0289.png,TRUE,tpc_rec_rec_in_partscheck,10
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_011,11,To change the price Click on the pencil. This is a must to make sure that PartsCheck has the same amount as the invoice from the supplier,images/JI_104_03_Receipting_img_0290.png,TRUE,tpc_rec_rec_in_partscheck,11
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_012,12,You can then change the amounts to match the amount on the invoice. Once changed click Update.,images/JI_104_03_Receipting_img_0291.png,TRUE,tpc_rec_rec_in_partscheck,12
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_013,13,Receipting in IBody shop -JI_104_03.1 -Receipting_IBodyShop,,FALSE,tpc_rec_rec_in_partscheck,13
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_014,14,Receipting in Flexiquote Cloud - JI_104_03.2 -Receipting_FlexiQuote Cloud,,FALSE,tpc_rec_rec_in_partscheck,14
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_015,15,Receipting in Flexiquote Desktop - JI_104_03.3 -Receipting_FlexiQuote Desktop,,FALSE,tpc_rec_rec_in_partscheck,15
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_016,16,Receipting in Business Manager - JI_104_03.4 -Receipting_Business Manager,,FALSE,tpc_rec_rec_in_partscheck,16
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_017,17,Receipting in AutoQuote - JI_104_03.5 -Receipting_AutoQuote,,FALSE,tpc_rec_rec_in_partscheck,17
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_018,18,Receipting in VQS - JI_104_03.6- Receipting_VQS,,FALSE,tpc_rec_rec_in_partscheck,18
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_019,19,Receipting in Panel and Paint - JI_104_03.7- Receipting_Panel and Paint,,FALSE,tpc_rec_rec_in_partscheck,19
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_020,20,Receipting in CrashZone - JI_104_03.8 -Receipting_Crashzone,,FALSE,tpc_rec_rec_in_partscheck,20
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_021,21,Receipting in CarQuote - JI_104_03.9 -Receipting_CarQuote,,FALSE,tpc_rec_rec_in_partscheck,21
JI_104_03_Receipting.docx,Training Repairers on PartsCheck,Receipting,Receipting in PartsCheck,tpc_rec_rec_in_partscheck_022,22,Receipting in Quotomation - JI_104_03.10-Receipting_Quotomation,,FALSE,tpc_rec_rec_in_partscheck,22
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_001,1,"Click ORDERS. Click the purchase order in PartsCheck or Use the search bar at the top right of the homescreen. You can only credit an item once it has been receipted – so ensure that has been done first. You may need to credit an item back if its incorrect, broken or no longer needed",images/JI_104_04_Crediting_img_0294.png,TRUE,tpc_crediting_crediting_in_partscheck,1
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_002,2,Click 'CREDIT REQUEST'. Select the items to be credited by ticking the square box. Click UPDATE.,images/JI_104_04_Crediting_img_0295.png,TRUE,tpc_crediting_crediting_in_partscheck,2
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_003,3,Enter your name and select the reason for the credit. This will let the supplier know who is requesting the credit. It will also keep a record for your business.,images/JI_104_04_Crediting_img_0296.png,TRUE,tpc_crediting_crediting_in_partscheck,3
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_004,4,Click OK to create the credit request. This will submit your credit request.,images/JI_104_04_Crediting_img_0297.png,TRUE,tpc_crediting_crediting_in_partscheck,4
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_005,5,Credit Management Screen. Preview Credit List,images/JI_104_04_Crediting_img_0298.png,TRUE,tpc_crediting_crediting_in_partscheck,5
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_006,6,Open Credit,images/JI_104_04_Crediting_img_0299.png,TRUE,tpc_crediting_crediting_in_partscheck,6
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_007,7,Type credit note,images/JI_104_04_Crediting_img_0300.png,TRUE,tpc_crediting_crediting_in_partscheck,7
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_008,8,"Authorised by, dropdown or new staff member",images/JI_104_04_Crediting_img_0301.png,TRUE,tpc_crediting_crediting_in_partscheck,8
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_009,9,Save credit,images/JI_104_04_Crediting_img_0302.png,TRUE,tpc_crediting_crediting_in_partscheck,9
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_010,10,How to Finalise a Credit. Re-open credit.,images/JI_104_04_Crediting_img_0303.png,TRUE,tpc_crediting_crediting_in_partscheck,10
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_011,11,Mark as completed. Save changes. Optional - Print Credit,images/JI_104_04_Crediting_img_0304.png,TRUE,tpc_crediting_crediting_in_partscheck,11
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_012,12,Exit from screen,images/JI_104_04_Crediting_img_0305.png,TRUE,tpc_crediting_crediting_in_partscheck,12
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Crediting in PartsCheck,tpc_crediting_crediting_in_partscheck_013,13,Confirm with Line strike through Credit. Final check - Credit is removed from list,images/JI_104_04_Crediting_img_0306.png,TRUE,tpc_crediting_crediting_in_partscheck,13
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Bringing credit back into Crashzone,tpc_crediting_bringing_credit_back_into_crashzone_001,1,In Crashzone. Click PartsCheck. The status will change from Ordered to Credited,images/JI_104_04_Crediting_img_0307.png,TRUE,tpc_crediting_bringing_credit_back_into_crashzone,1
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Bringing credit back into Crashzone,tpc_crediting_bringing_credit_back_into_crashzone_002,2,[images],images/JI_104_04_Crediting_img_0308.png,TRUE,tpc_crediting_bringing_credit_back_into_crashzone,2
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Bringing credit back into Business Manager,tpc_crediting_bringing_credit_back_into_business_manager_001,1,Open the purchase order in BM. There is a message - Please Process Credit Request. Click on Create Credit Note. It will automatically have the parts credited selected. Click OK to post the credit note.,images/JI_104_04_Crediting_img_0309.png,TRUE,tpc_crediting_bringing_credit_back_into_business_manager,1
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Bringing Credit back into Flexiquote Cloud,tpc_crediting_bringing_credit_back_into_flexiquote_cloud_001,1,Bringing Credit back into Flexiquote. Click Creditor. Click PartsCheck,images/JI_104_04_Crediting_img_0310.png,TRUE,tpc_crediting_bringing_credit_back_into_flexiquote_cloud,1
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Bringing Credit back into Flexiquote Cloud,tpc_crediting_bringing_credit_back_into_flexiquote_cloud_002,2,Click Import from PartsCheck. This will import the credit done in PartsCheck to put it into Return Parts,images/JI_104_04_Crediting_img_0311.png,TRUE,tpc_crediting_bringing_credit_back_into_flexiquote_cloud,2
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Bringing Credit back into Flexiquote Cloud,tpc_crediting_bringing_credit_back_into_flexiquote_cloud_003,3,Clikc Creditor. Click Return Parts,images/JI_104_04_Crediting_img_0312.png,TRUE,tpc_crediting_bringing_credit_back_into_flexiquote_cloud,3
JI_104_04_Crediting.docx,Training Repairers on PartsCheck,Crediting,Bringing Credit back into Flexiquote Cloud,tpc_crediting_bringing_credit_back_into_flexiquote_cloud_004,4,Credit will appear in the return part screen,images/JI_104_04_Crediting_img_0313.png,TRUE,tpc_crediting_bringing_credit_back_into_flexiquote_cloud,4
JI_104_05_Reports.docx,Training Repairers on PartsCheck,Repairer Reporting,Repairer Reporting,tpc_repairer_reporting_repairer_reporting_001,1,To complete training off-site. Two-way view and communication for effective training and illustration.Use Anydesk or Teamviewer software to remote access the customers computer. Customer must have access to internet. Anydesk or TeamViewer to be downloaded prior to training,images/JI_104_05_Reports_img_0316.png,TRUE,tpc_repairer_reporting_repairer_reporting,1
JI_104_05_Reports.docx,Training Repairers on PartsCheck,Repairer Reporting,Repairer Reporting,tpc_repairer_reporting_repairer_reporting_002,2,There are two ways to access 'Reporting' - Select REPORTING on dashboard and Select My PartsCheck>Reporting. Reporting provides additional data on part sales and credits,images/JI_104_05_Reports_img_0317.png,TRUE,tpc_repairer_reporting_repairer_reporting,2
JI_104_05_Reports.docx,Training Repairers on PartsCheck,Repairer Reporting,Repairer Reporting,tpc_repairer_reporting_repairer_reporting_003,3,Reporting from'My PartsCheck',images/JI_104_05_Reports_img_0318.png,TRUE,tpc_repairer_reporting_repairer_reporting,3
JI_104_05_Reports.docx,Training Repairers on PartsCheck,Repairer Reporting,Repairer Reporting,tpc_repairer_reporting_repairer_reporting_004,4,Detailed purchase Analysis - There are several steps to this task. Broken down into smaller sub-steps. To provide a detailed analysis of purchases.,images/JI_104_05_Reports_img_0319.png,TRUE,tpc_repairer_reporting_repairer_reporting,4
JI_104_05_Reports.docx,Training Repairers on PartsCheck,Repairer Reporting,Repairer Reporting,tpc_repairer_reporting_repairer_reporting_005,5,"Detailed analysis of sales parts margins by supplier and make - Set Targets. Select date range. Select supplier, date range and margin%. This is optional for repairers they wish to assess suppliers that have agreements or contracts. Predominately an MSO. Supplier must be on preferred supplier list. Broken down by supplier and makes they trade.",images/JI_104_05_Reports_img_0320.png,TRUE,tpc_repairer_reporting_repairer_reporting,5
